,0,1,2,3,4,5
4166,2/6/2019,Avalanche: Great White Icicle,Salt Lake,Natural,,
4167,2/6/2019,Avalanche: Primrose Cirque,Provo,Natural,,"1,000'"
4168,2/6/2019,Avalanche: Great White Icicle,Salt Lake,Natural,,
4169,2/6/2019,Avalanche: Big Willow,Salt Lake,Natural,,
4170,2/6/2019,Avalanche: Mineral Fork,Salt Lake,Natural,,
4171,2/5/2019,Avalanche: Mill D North,Salt Lake,Natural,,
4172,2/5/2019,Avalanche: 10420,Salt Lake,Skier,10',200'
4173,2/5/2019,Avalanche: Days Headwall,Salt Lake,Snowboarder,4',60'
4174,2/5/2019,Avalanche: Scotts Peak,Salt Lake,Natural,4.5',"1,000'"
4175,2/5/2019,Avalanche: South Monitor Bowl,Salt Lake,Natural,,50'
4176,2/5/2019,Avalanche: South Monitor Bowl,Salt Lake,Natural,8',"1,500'"
4177,2/5/2019,Avalanche: Patsy Marly,Salt Lake,Skier,"10""",10'
4178,2/5/2019,Avalanche: Smith-Moorehouse,Uintas,Natural,,
4179,2/5/2019,Avalanche: Butler Pocket,Salt Lake,Natural,,
4180,2/4/2019,Avalanche: Cone,Salt Lake,Skier,2',60'
4181,2/4/2019,Avalanche: Little Water Peak,Salt Lake,Skier,3',200'
4182,2/4/2019,Avalanche: Timpanogos,,Natural,5.5',500'
4183,2/4/2019,Avalanche: Logan Peak,Logan,Natural,,
4184,2/3/2019,Avalanche: Logan,Logan,Natural,"12""",25'
4185,2/3/2019,Avalanche: 10420,Salt Lake,Snowmobiler,,
4186,2/3/2019,Avalanche: Pioneer Peak,Salt Lake,Snowboarder,2',300'
4187,2/3/2019,Avalanche: Hardware Ranch Area,Logan,Natural,"12""",25'
4188,2/3/2019,Avalanche: Smith-Moorehouse,Uintas,Natural,"6""",50'
4189,2/2/2019,Avalanche: Santaquin Canyon,Provo,Natural,,
4190,2/2/2019,Avalanche: Mineral Fork,Salt Lake,Snowboarder,"6""",40'
4191,2/2/2019,Avalanche: Coalpit 4,Salt Lake,Natural,,10'
4192,2/2/2019,Avalanche: Cold Fusion,Provo,Snowboarder,,50'
4193,2/2/2019,Avalanche: Little Cottonwood Canyon,Salt Lake,Natural,,
4194,2/2/2019,Avalanche: Santaquin Canyon,Provo,Natural,5',60'
4195,2/1/2019,Avalanche: North Fork Seeley Canyon,Skyline,Snowmobiler,,
4196,1/31/2019,"Avalanche: Star Valley, Wyoming",Logan,Snowmobiler,3',200'
4197,1/27/2019,Avalanche: Alexander Basin,Salt Lake,Unknown,,
4198,1/27/2019,Avalanche: Little Pine,Salt Lake,Natural,,30'
4199,1/27/2019,"Avalanche: Mt. Magog, South Ridge",Logan,Natural,,125'
4200,1/26/2019,Avalanche: Mill Hollow,Uintas,,3',30'
4201,1/26/2019,Avalanche: Lowry Fork,Skyline,Snowmobiler,,
4202,1/26/2019,Avalanche: Huntington Reservior,Skyline,Snowmobiler,,
4203,1/26/2019,Avalanche: Seely Creek,Skyline,Natural,,
4204,1/26/2019,Avalanche: Manti Canyon,Skyline,,,
4205,1/26/2019,Avalanche: Currant Creek Peak,Uintas,Snowmobiler,3',100'
4206,1/26/2019,Avalanche: Hoyt Peak,Uintas,Snowmobiler,"5""",300'
4207,1/26/2019,Avalanche: Willard Peak,Ogden,Natural,,
4208,1/25/2019,Avalanche: Skyline,Skyline,Snowmobiler,,
4209,1/25/2019,Avalanche: Humpy Creek,Uintas,Snowmobiler,3',400'
4210,1/25/2019,Avalanche: Island Lake,Skyline,Natural,3',250'
4211,1/25/2019,Accident: East Face Laurel Peak,Moab,Snowmobiler,4',900'
4212,1/25/2019,Avalanche: Summit Park,Salt Lake,Snowboarder,"14""",70'
4213,1/25/2019,Avalanche: Seely Creek,Skyline,Snowmobiler,4.5',150'
4214,1/25/2019,Avalanche: Superior,Salt Lake,Snowboarder,,
4215,1/24/2019,Avalanche: Seely Creek,Skyline,Natural,2',800'
4216,1/24/2019,Avalanche: East Bowl,Salt Lake,Natural,3',
4217,1/23/2019,Avalanche: Wilson Chutes,Salt Lake,Skier,"16""",20'
4218,1/23/2019,Avalanche: Depth Hoar Bowl,Salt Lake,Natural,"12""",40'
4219,1/23/2019,Avalanche: Cascade Ridge,Provo,,,
4220,1/23/2019,Avalanche: Porter Fork,Salt Lake,Natural,,80'
4221,1/23/2019,Avalanche: Moab,Moab,Natural,,250'
4222,1/22/2019,Avalanche: Chalk Creek,Uintas,Snowmobiler,2.5',250'
4223,1/22/2019,Avalanche: Super Bowl,Uintas,,,"1,000'"
4224,1/22/2019,Avalanche: Provo,Provo,Natural,2.5',200'
4225,1/22/2019,Avalanche: Soapstone,Uintas,Snowmobiler,2.5',300'
4226,1/22/2019,Avalanche: Boundary Creek,Uintas,Skier,3',50'
4227,1/22/2019,Avalanche: Bonneville Shoreline Trail,Salt Lake,Natural,"6""",20'
4228,1/22/2019,Avalanche: Moffit Basin,Uintas,Snowmobiler,4',"1,500'"
4229,1/22/2019,Avalanche: North Ogden Divide,Ogden,Skier,"7""",15'
4230,1/22/2019,Avalanche: Timpanogos,,Skier,,50'
4231,1/22/2019,Avalanche: Timpanogos,,Skier,,50'
4232,1/22/2019,Avalanche: South Fork,Skyline,Natural,2',150'
4233,1/21/2019,Avalanche: Bountiful,Salt Lake,,,
4234,1/21/2019,Avalanche: Emma Ridges,Salt Lake,Skier,"16""",250'
4235,1/21/2019,Avalanche: Thomas Fork,Salt Lake,Skier,"18""",80'
4236,1/21/2019,Avalanche: Uintas,Uintas,Natural,2',200'
4237,1/21/2019,Avalanche: Moab,Moab,Natural,3',800'
4238,1/21/2019,Avalanche: Timpanogos,,Natural,5',"1,500'"
4239,1/21/2019,Avalanche: Murdock Peak,Salt Lake,Skier,"14""",50'
4240,1/21/2019,Avalanche: Hoyt Peak,Uintas,Natural,2',250'
4241,1/20/2019,Avalanche: White Pine Gulch,Salt Lake,Unknown,,
4242,1/19/2019,Avalanche: Two Dogs,Salt Lake,Skier,2',60'
4243,1/19/2019,Avalanche: Cutler Ridge,Ogden,Unknown,"12""",40'
4244,1/19/2019,Avalanche: White Pine,Salt Lake,Natural,4',100'
4245,1/19/2019,Avalanche: Snowbasin,Ogden,Skier,"5""",40'
4246,1/19/2019,Avalanche: Uintas,Uintas,Explosive,4.5',450'
4247,1/19/2019,Avalanche: Grandview Peak,Salt Lake,Snowmobiler,"18""",
4248,1/19/2019,Avalanche: Bountiful,Salt Lake,,2',50'
4249,1/19/2019,Avalanche: Bountiful mountains,Ogden,Snow Bike,,
4250,1/19/2019,Avalanche: Mitton Peak,Logan,Natural,,
4251,1/19/2019,Avalanche: Grandview Peak,Salt Lake,Natural,"18""",300'
4252,1/18/2019,Avalanche: Upper Weber Canyon,Uintas,Skier,2',100'
4253,1/18/2019,Avalanche: Chute Camp Site,Skyline,Natural,,
4254,1/18/2019,Avalanche: Oscar Mayer,Logan,Natural,,
4255,1/18/2019,Avalanche: SR 264,Skyline,,,
4256,1/18/2019,Avalanche: South Fork Lake Canyon,Skyline,Natural,,300'
4257,1/18/2019,Avalanche: South Wood Camp,Logan,Natural,,
4258,1/18/2019,Avalanche: North Fork Lake Canyon,Skyline,Natural,,
4259,1/18/2019,Avalanche: North Beirdneau Ridge,Logan,Natural,,
4260,1/18/2019,Avalanche: South Fork Lake Canyon,Skyline,Natural,,
4261,1/18/2019,Avalanche: Silver Fork,Salt Lake,Natural,,
4262,1/18/2019,Avalanche: Snake Creek,Provo,Natural,"20""",80'
4263,1/18/2019,Avalanche: Snake Creek,Provo,Unknown,"10""",80'
4264,1/18/2019,Avalanche: Moab,Moab,Natural,"12""",50'
4265,1/18/2019,Avalanche: Cutler Ridge,Ogden,Unknown,"20""",200'
4266,1/18/2019,Avalanche: Heber Mountain,Uintas,Snowmobiler,2',200'
4267,1/18/2019,Avalanche: Scotts Peak,Salt Lake,Skier,,
4268,1/18/2019,Avalanche: Moab,Moab,Natural,4',"1,500'"
4269,1/18/2019,Avalanche: Castle Rock,Logan,Natural,4',"1,500'"
4270,1/18/2019,Accident: Electric Lake,Skyline,Skier,3',500'
4271,1/17/2019,Avalanche: Depth Hoar Bowl,Salt Lake,Natural,"14""",35'
4272,1/17/2019,Avalanche: Buckley Mountain,Provo,Natural,,150'
4273,1/17/2019,Avalanche: Cascade,Provo,Natural,,
4274,1/17/2019,Avalanche: West Monitor,Salt Lake,Skier,2',80'
4275,1/17/2019,Avalanche: Scotts Bluff,Salt Lake,Unknown,,90'
4276,1/17/2019,Avalanche: Snake Creek,Provo,Snowmobiler,"16""",175'
4277,1/17/2019,Avalanche: Moab,Moab,Snowmobiler,,
4278,1/16/2019,Avalanche: Sunset Peak,Salt Lake,Skier,"12""",250'
4279,1/16/2019,Avalanche: Mt Olympus,Salt Lake,Natural,,
4280,1/16/2019,Avalanche: Chili Peak,Ogden,Skier,"12""",60'
4281,1/16/2019,Avalanche: Moab,Moab,Natural,2',200'
4282,1/16/2019,Avalanche: Moab,Moab,Natural,2',300'
4283,1/16/2019,Avalanche: Banana Chute,Ogden,Natural,"12""",150'
4284,1/16/2019,Avalanche: Banana Chute,Ogden,Skier,"8""",40'
4285,1/16/2019,Avalanche: Raymond Glade,Salt Lake,Skier,"5""",50'
4286,1/16/2019,Avalanche: Flagstaff Ridge,Salt Lake,Skier,"6""",60'
4287,1/16/2019,Avalanche: Ben Lomond,Ogden,Skier,"8""",25'
4288,1/13/2019,Avalanche: Provo Peak,Provo,Natural,,
4289,1/13/2019,Avalanche: Provo Peak,Provo,Natural,,
4290,1/13/2019,Avalanche: Trail Ridge,Skyline,Snowmobiler,3',40'
4291,1/13/2019,Avalanche: Currant Creek Peak,Uintas,Unknown,2',70'
4292,1/12/2019,Avalanche: Fairgrounds,Logan,Snowmobiler,6',400'
4293,1/12/2019,Avalanche: Lake Canyon,Skyline,Snowmobiler,,
4294,1/12/2019,Avalanche: Jordan Canyon,Skyline,Snowmobiler,2',200'
4295,1/12/2019,Avalanche: Rolfson,Skyline,Snowmobiler,2',300'
4296,1/12/2019,Avalanche: Staker,Skyline,Snowmobiler,2',60'
4297,1/11/2019,Avalanche: Ant Basin,SE Idaho,Snow Bike,"18""",150'
4298,1/11/2019,Avalanche: Weber Canyon,Uintas,Skier,2.5',400'
4299,1/11/2019,Avalanche: Co-op Creek,SE Idaho,Snowmobiler,,
4300,1/10/2019,Avalanche: SR 264,Skyline,Unknown,"18""",200'
4301,1/10/2019,Avalanche: Duchesne Ridge,Uintas,Snowmobiler,"16""",60'
4302,1/9/2019,Avalanche: River Heights Bench,Logan,Natural,"16""",250'
4303,1/9/2019,"Avalanche: Big Baldy, Southwest Shoulder",Logan,Natural,,
4304,1/9/2019,Avalanche: Millville Peak West,Logan,Natural,"12""",200'
4305,1/9/2019,Avalanche: Uintas,Uintas,Natural,2',800'
4306,1/9/2019,Avalanche: Chicken Hill Cornice,Logan,Natural,,
4307,1/8/2019,Avalanche: Heber Mountain,Uintas,Unknown,2',150'
4308,1/8/2019,Avalanche: Rolfson,Skyline,Snowmobiler,2',300'
4309,1/8/2019,Avalanche: Heber Mountain,Uintas,Snowmobiler,"18""",100'
4310,1/8/2019,Avalanche: Egan Basin,SE Idaho,Snowmobiler,"16""",30'
4311,1/8/2019,Avalanche: River Heights Bench,Logan,Natural,"12""",100'
4312,1/8/2019,Avalanche: Christmas Tree Bowl,Logan,Snowmobiler,2',200'
4313,1/8/2019,Avalanche: Bunnels,Provo,Natural,"18""",100'
4314,1/8/2019,Accident: Horse Ridge,Logan,Snowmobiler,"16""",60'
4315,1/8/2019,Avalanche: Saddleback Ridge (lower),Logan,Skier,2.5',450'
4316,1/8/2019,Avalanche: Alpine Loop,Provo,Natural,"18""",125'
4317,1/8/2019,Avalanche: Uintas,Uintas,Snowmobiler,4',200'
4318,1/8/2019,Avalanche: Chilly Peak Slabs,Ogden,,,
4319,1/8/2019,Avalanche: Staker,Skyline,Snowmobiler,2',250'
4320,1/8/2019,Avalanche: Dry Canyon Ridge,Logan,Natural,2.5',35'
4321,1/8/2019,Avalanche: Tower Mountain,Uintas,Snowmobiler,5',200'
4322,1/8/2019,Avalanche: Rolfson,Skyline,Snowmobiler,2',200'
4323,1/7/2019,Avalanche: Huntington Canyon,Skyline,Natural,2',
4324,1/7/2019,Avalanche: Scotts Bluff,Salt Lake,Skier,2',80'
4325,1/7/2019,Avalanche: Gibson Canyon,Logan,Natural,,
